ID	TCGA_BC_A10Q_LIHC_NT	TCGA_BC_A10T_LIHC_NT	TCGA_BC_A10W_LIHC_NT	TCGA_2V_A95S_LIHC_TP	TCGA_2Y_A9GS_LIHC_TP	TCGA_2Y_A9GU_LIHC_TP	TCGA_A7_A0CE_BRCA_NT	TCGA_A7_A0CH_BRCA_NT	TCGA_A7_A0D9_BRCA_NT	TCGA_3C_AAAU_BRCA_TP	TCGA_3C_AALJ_BRCA_TP	TCGA_3C_AALK_BRCA_TP
ENSG00000183542	0	4	0.68	10.05	101.24	16	2.854	0	0	177.844	264.7325	121.8453
ENSG00000134539	50	30	78	1014.24	6754.16	2392.11	47.3016	38.74	40.224	497.5047	438.8667	611.204
ENSG00000150045	30	17	55	1063	6814	1483	13.9683	36.4833	26.4766	3117.0944	3334.5422	1742.2424
ENSG00000139187	12	51	32	522	2354	1199	19.3651	84.6262	80.4481	308.125	382.5929	446.4212
ENSG00000188883	0	0	0	369	1462	678	23.1746	4.8895	1.5275	163.7129	353.5811	434.0091
ENSG00000213809	36	53	201.32	1180	8353	2617	149.527	89.5157	117.1079	3170.8612	1765.1859	1168.3906
ENSG00000133116	25	9	2	0	0	0	182.2222	206.8641	210.7943	0.3447	0.9066	0
ENSG00000117009	3932.49	2371.32	4030.08	666	2709	1985	89.219	179.4528	23.3758	21.3688	11.786	18.2044
ENSG00000171798	48	437	155	2514	743	686	16.5079	29.7132	3.055	651.4052	861.2874	819.6111
ENSG00000113889	88586	53399	85831	0	0	0	0	0	0	0	1.8132	2.8962
ENSG00000184445	51	13	44	3	1	1	244.5175	189.0964	194.2108	4.1359	2.7199	0.4137
ENSG00000114030	2596	1950	2676	550	340	194	1297.7778	1607.8984	2346.7413	403.9401	574.796	1628.465
ENSG00000182481	736	797	1191	2890.96	2545.93	3382.81	1008.5714	913.9633	533.6049	618.6316	566.6364	967.1535
ENSG00000102753	1122	1179	1550	3215	238	42	779.3651	1132.8632	1640.0204	203.3487	279.2384	527.5134
ENSG00000186432	1459	1645	1629	843	46	423	1300.6349	1751.1989	2617.6171	108.9122	278.3318	409.1849
ENSG00000196911	17	14	13	3699	3287	2145	60.9524	53.0324	127.2912	1645.7459	3128.7398	3772.0314
ENSG00000025800	1334	1419	1729	23	94	28	2060.6349	1905.7828	2463.3401	62.3832	83.4089	129.9131
ENSG00000185467	4	11	8	19	49	12	0	1.8806	0	149.9266	186.7634	547.7865
ENSG00000108424	2426	2472	2774	1069	1645	712	4713.9683	3801.0343	4668.0244	595.9151	693.563	937.5259
ENSG00000203786	0	0	0	228	2673	1254	0	0.7522	0	1023.292	383.4995	379.8097
ENSG00000118162	134	121	268	48	67	25	168.254	222.2849	89.1039	53.7668	55.3037	46.7522
ENSG00000133703	872	827	1220	2303	2505	3216	558.4127	626.9864	636.9654	726.5408	1676.3373	923.4588
ENSG00000133619	24	18	47	3315	5887	2752	300.6349	251.622	130.3462	1952.1476	2245.6936	1721.1419
ENSG00000184619	15	12	8	1481.83	1088	691	62.2222	56.7936	100.3055	343.8247	575.9293	260.24
ENSG00000172086	700	1087	811	341	698	279	992.0635	896.662	1089.613	1259.728	687.2167	623.5002
ENSG00000183762	75	94	158	146	676	382	825.3968	754.866	1048.3707	57.9027	124.2067	2573.0244
ENSG00000131650	0	1	1	143	42	25	4.127	2.2567	1.5275	20.3349	373.5267	598.2623
ENSG00000129347	345.49	422.41	476.92	13	6	7	900.9206	725.6493	372.3116	22.0582	35.3581	17.7906
ENSG00000001631	352	370	429	539	902	310	726.3492	508.8858	800.4073	656.9197	709.8821	362.4328
ENSG00000111615	567.71	657.07	505.96	163	106	94	656.8857	450.2755	642.9226	334.3191	233.0009	233.7609
ENSG00000186395	209	361	517	3	3	1	537.7778	357.6869	185.336	5.5145	2.7199	0.4137
ENSG00000187242	0	0	1	7	59	15	0	0.3761	1.0183	179.9119	30.825	26.8928
ENSG00000171401	92	37	43	1380	1817	1568	634.2857	1238.9281	937.3727	1035.6998	868.5403	1019.4456
ENSG00000186847	17	4	4	88	249	150	42137.4603	17153.5496	431.7719	47.5629	9.9728	159.2884
ENSG00000171346	53	13	24	4	2	2	19886.0317	12946.6855	710.2851	9.9951	7.2529	8.2747
ENSG00000186832	12	2	7	345	563	394	370.1587	1721.4857	193.9919	535.5998	171.3509	170.0455
ENSG00000128422	67	28	35	369	252	123	20873.6508	17345.7452	671.0794	194.7322	165.9112	281.3405
ENSG00000111057	35136.96	34730.97	61004.87	330	595	98	12340.5048	8109.4875	246.4358	353.2753	456.9356	423.6657
ENSG00000171345	2310	1073	2412	0	0	0	21209.5238	10868.2652	718.4318	96.8491	0	1.6549
ENSG00000167768	1	1	4	507	786	672	18.7302	4.5134	10.6925	257.1155	298.2774	328.0927
ENSG00000171431	0	0	0	1719	3972	1600	0	1.1283	0	2095.181	1189.4832	803.0616
ENSG00000213424	103	46	175	784	867	1045	99.0476	73.3427	60.5906	650.3712	427.9238	712.8672
ENSG00000108244	10	5	411	45	565.63	88	2285.7143	1193.7941	35.1324	211.3276	92.4751	41.3736
ENSG00000167916	0	0	1	1047	1840	1292	0.3175	0.7522	0.5092	1158.0536	527.6519	813.8188
ENSG00000204897	0	0	0	275	1043	287	0	0	2.0367	435.3041	346.3282	402.1514
ENSG00000171446	0	1	1	149	454	293	0	0	0.5092	373.6102	237.534	232.1059
ENSG00000172867	0	0	0	261	454	362	0.9524	0.7522	0	250.2223	153.2185	308.2333
ENSG00000094796	0	0	1	926	716	1220	1.9048	1.1283	2.0367	36.1892	65.2765	106.7439
ENSG00000108759	0	0	0	868	823	291	19.6825	11.6596	0.5092	341.5569	202.1759	609.8469
ENSG00000006059	0	0	0	1	9	3	1.2698	2.6328	0	11.3737	5.4397	2.4824
ENSG00000131738	0	0	0	43.44	100.06	11	0.3175	0.3761	0	24.1468	85.7933	74.6545
ENSG00000131737	0	0	0	26	101	10	0.3175	0	0	0.6893	3.6265	4.5511
ENSG00000126337	1	0	1	2	1	0	0.3175	0	0	0.6893	0.9066	1.2412
ENSG00000108417	0	0	0	1	2	0	0.9524	1.1283	0	0.3447	0	0.4137
ENSG00000196859	0	0	1	3	1	3	0	1.1283	0	197.8342	188.5766	89.7807
ENSG00000186442	0	0	0	297	672	518	0	0.3761	0	450.4691	346.3282	176.6653
ENSG00000204889	0	1	1	0	4	2	6.3492	2.6328	0	37.5678	3.6265	7.4472
ENSG00000170477	23	9	13	27	488	39	163.1746	330.6065	245.4175	153.7178	76.1559	60.8192
ENSG00000186081	187	98	79	15	11	5	42273.6508	17430.7475	2220.4684	12.4077	9.0662	12.4121
ENSG00000205420	66	22	34	3317	2518	807	480.3175	939.5393	726.5784	600.3957	435.1768	614.398
ENSG00000185479	11	8	11	346	142	45	1965.7143	1075.3173	253.5642	82.3735	264.7325	109.64
ENSG00000170465	4	2	3	268	929	533	65.7143	77.8561	54.9898	403.5955	326.3826	239.5532
ENSG00000139648	0	0	0	238	481	465	0	0.7522	0.5092	240.2272	158.6582	258.9988
ENSG00000170486	0	0	0	1159	784	822	0.9524	0.7522	0.5092	1022.9474	938.35	1247.0004
ENSG00000186049	1	0	0	6	7	0	0.3175	0	0	0	0	96.4005
ENSG00000170484	1	0	0	0	7	0	4.4444	1.1283	0	0	0	8.2747
ENSG00000170454	0	0	0	0	0	0	0.3175	1.5045	0.5092	0	0	1.6549
ENSG00000185069	0	0	0	4	3	0	0.3175	0	0	0	1.8132	5.3786
ENSG00000189182	1	0	0	1	0	1	1.2698	6.0179	0.5092	0.6893	0.9066	9.1022
ENSG00000170423	0	0	0	10	0	0	1.2698	2.6328	0	0.6893	2.7199	0.8275
ENSG00000185640	0	0	0	0	4	0	2.2222	72.5905	34.1141	0.3447	0	3.3099
ENSG00000135480	809	1083	1702	0	0	0	10051.746	11695.7217	188.9002	0	0	1.2412
ENSG00000167767	70	73	163	0	0	0	271.746	349.7884	17.3116	7.9272	121.4869	110.8813
ENSG00000205426	1	2	4	0	0	0	300	275.6935	2.0367	0	0	318.163
ENSG00000161850	0	0	0	0	0	0	0.3175	0	0	3.4466	0	93.5043
ENSG00000170523	1	2	0	0	1	0	9.8413	16.173	0	0	0	197.7658
ENSG00000161849	0	0	0	0	0	0	0.6349	0	0	0	0	15.722
ENSG00000135443	3	1	2	2322	2551	11318	1.2698	1.5045	0	3.7912	4.5331	2.4824
ENSG00000170442	2	2	6	0	0	0	26.0317	20.6864	0	0	12.6927	7.4472
ENSG00000170421	32337.04	35844.03	60817.13	390	1103	871	17182.9873	8931.6032	457.2301	330.8725	451.4959	428.6305
ENSG00000171403	0	0	0	464	19	38	6.0317	5.2656	1.0183	7.5825	71.6228	32.6851
ENSG00000163463	2058	1822	3180	70	5	4	1904.7619	2149.1302	1362.5255	0.3447	9.0662	3.3099
ENSG00000157992	210	71	175	49.31	5.56	1	322.2222	268.1711	9.6741	0.9168	4.5331	3.1982
ENSG00000188508	0	0	0	43.69	3.44	1	8.5714	12.0357	11.7108	38.3743	0.9066	2.1804
ENSG00000141068	99	78	200	10.46	0	2.57	512.381	503.9962	750.5092	3.8326	1.8132	0
ENSG00000171435	8	0	7	218	29	22	56.8254	47.7668	15.7841	1.7233	8.1596	21.928
ENSG00000163389	270	206	246	52	4	2	386.0317	316.6902	375.7637	0	4.5331	3.7236
ENSG00000198841	165	202	225	72	28	10	200.3175	182.4165	141.5479	5.5145	22.6655	16.5494
ENSG00000126777	4403	3165	4047	0	1	0	6369.5238	3889.7978	5846.7413	28.9513	10.8794	45.511
