ID	TCGA_BC_A10Q_LIHC_NT	TCGA_BC_A10T_LIHC_NT	TCGA_BC_A10W_LIHC_NT	TCGA_2V_A95S_LIHC_TP	TCGA_2Y_A9GS_LIHC_TP	TCGA_2Y_A9GU_LIHC_TP	TCGA_A7_A0CE_BRCA_NT	TCGA_A7_A0CH_BRCA_NT	TCGA_A7_A0D9_BRCA_NT	TCGA_3C_AAAU_BRCA_TP	TCGA_3C_AALJ_BRCA_TP	TCGA_3C_AALK_BRCA_TP
ENSG00000184254	401.57	439.8	186.97	2616135	14225	3075269.03	1647.3238	1804.7428	762.1487	10.3398	2.7199	10.7571
ENSG00000137124	13293	6145	13109	2194	7216	2541	646.0317	565.6794	604.3788	5826.802	1472.3481	4722.7969
ENSG00000144908	25344	24821	26388	2129	1646	2715	175.873	1243.0654	1870.6721	827.5258	679.9637	1100.5379
ENSG00000136010	11	11	18	1883	1966	3485	205.0794	256.5115	584.5214	2262.3405	1856.7543	2235.0021
ENSG00000111275	79712	69251	54267	27144	71019	33302	2853.9683	13807.9925	34484.7251	124.7665	229.3744	318.9905
ENSG00000108602	43	20	418	27	62	1239	238.7302	413.7283	292.7699	8.6165	32.6383	55.8544
ENSG00000072210	9155	8844	14017	29.77	159.98	368.6	2236.8254	3734.8378	6505.0916	543.0065	365.7208	694.9441
ENSG00000006534	191	145	272	1860	5728	1630	290.7937	409.591	332.9939	578.3375	978.2412	1097.228
ENSG00000132746	13	6	7	1357	139651	3974	2927.9365	5254.3488	22.4033	4.8252	17.2257	2.0687
ENSG00000159423	21309	11444	21787	22	27	16	1085.7143	3307.1932	4447.0468	132.349	283.7715	556.475
ENSG00000112294	7771	6218	6588	16423	51908	37242	440.9524	616.8312	771.8941	314.6735	1163.1913	3295.8213
ENSG00000119711	7266.01	6034.32	4618.82	135	3733	0	370.4984	381.2694	1168.8951	3.4466	0	4.1374
ENSG00000164904	8238	4981	5841	6190	14809	11110	4343.8095	1637.9878	1682.7902	2233.0445	669.0843	657.8403
ENSG00000118514	10000	7833	8406	298	640	289	11.746	14.2924	8.1466	792.026	154.1251	245.7592
ENSG00000143149	7508	6354	6946	0	1	2	3281.2698	4010.9074	7743.89	1132.8935	907.5249	16148.5312
ENSG00000149925	4798	4743	9582	2238	17676	14847	22818.4127	24610.8134	16072.8106	632.1043	600.1813	1207.6955
ENSG00000136872	383208	312417	412369	1306	9034	3659	3.4921	3.7612	17.3116	2140.6759	92.4751	330.9888
ENSG00000109107	2923	1718	3488	308.57	4206.34	3422.69	862.5397	2056.6055	4602.8513	417.9436	58.1052	252.0894
ENSG00000175548	150	150	141	1260	14129	17102	260.9524	223.0371	230.1426	1962.1427	1330.0091	1277.6169
ENSG00000139133	69	84	43	362	4294	3848	91.1111	66.5726	96.2322	1.034	29.9184	40.9599
ENSG00000253710	9	4	14	3242	8386	6810	13.0159	7.1462	7.6375	1499.6105	1356.301	2341.746
ENSG00000182858	867	495	822	19748	14469	9655	713.3333	685.6606	342.1589	24104.0594	24219.4016	29875.0517
ENSG00000101901	402	347	556	20974	119819	297083	445.0794	391.1613	469.4501	9.3058	0.9066	3.7236
ENSG00000172339	411	272	477	442	2453	1801	222.5397	302.3977	344.1955	227.8195	495.9202	80.6785
ENSG00000189366	6.67	5.78	59.06	122	395	116	21.6349	10.0799	9.3483	473.9059	123.3001	294.5801
ENSG00000033011	670.52	424.91	770.8	141	176	55	520.7175	633.9257	400.2699	97.8831	39.8912	91.0219
ENSG00000119523	1441	1401	1322	51	11	19	970.7937	847.3907	556.5173	6.5485	17.2257	21.928
ENSG00000214160	1604	1031	1811	1108	2298	2322	613.0159	768.0301	497.4542	517.6776	621.9402	830.782
ENSG00000120697	1105	699	951	869	1004	578	743.8095	696.9441	752.5458	587.988	459.6555	555.6475
ENSG00000088035	169	193	259	622	739	404	202.5397	247.8608	153.7678	149.2373	137.806	219.6938
ENSG00000159063	1012	826	1046	1	0	0	768.5714	962.1063	984.7251	0	0	0.4344
ENSG00000086848	796	494	727	232.52	289.32	645.05	621.2698	775.9285	971.9959	2.9882	3.5993	9.3711
ENSG00000100601	222	211	322	1059.39	2436.3	722.3	245.3968	198.9657	187.3727	847.2231	721.4325	565.482
ENSG00000189046	483	227	268	1467	922	1263	410.1587	264.7861	127.2912	535.9445	932.9102	832.8506
ENSG00000166199	333	237	347	2158	4875	1585	505.0794	415.985	424.1344	1263.8639	1678.1505	847.3314
ENSG00000160993	182.71	180.77	201.83	2228	1126	1555	322.5397	252.2539	143.0092	564.2065	703.5358	647.9106
ENSG00000091542	2795	2353	3414	507	802	778	2301.781	2439.4584	2393.3452	489.0709	225.748	365.3289
ENSG00000239382	139	82	342	2256	3107	1381	99.0476	100.7992	57.0265	732.0553	1072.5295	1017.3769
ENSG00000125652	1573	1551	2485	821	1386	561.32	716.1905	816.5491	278.5132	481.1437	492.2937	431.9404
ENSG00000137760	123	205	116	316	485	266	228.254	185.0494	198.0652	236.0913	171.3509	212.6603
ENSG00000171094	1	0	0	1201	1070	220	3.1746	3.0089	6.11	217.1351	456.9356	251.5515
ENSG00000151360	8	4	17	364	706	135	0.6349	0	2.0367	382.5713	334.5422	280.513
ENSG00000163016	2	0	2	356.69	607.82	320.13	8.254	1.5045	1.0183	319.1196	330.3354	219.5697
ENSG00000116127	250	173	240	2263.85	3026.74	3182.85	583.4921	477.6681	862.5255	2166.2462	1551.2239	1611.2826
ENSG00000179477	0	1	0	370	329	141	2.5397	3.0089	0	179.9119	388.0326	197.7658
ENSG00000262943	71	26	30	1516	1261	3516	21.2698	2.2567	1.0183	594.1918	568.4497	1143.5664
ENSG00000108839	2	3	0	209	338	111	5.7143	5.6417	5.611	509.7504	133.2729	168.3906
ENSG00000179593	15	0	1	3	4	1	383.4921	15694.2172	16.2933	0.3447	0	0.8275
ENSG00000161905	6	2	0	7	3	0	19.0476	303.5261	3.055	1.034	1.8132	0
ENSG00000132965	133	74	186	4	5	29	445.7143	450.5877	589.613	2.7573	15.4125	9.1022
ENSG00000012779	54	73	134	339	1220	242	784.7619	755.9944	272.4033	1022.9474	776.9719	682.6645
ENSG00000179148	0	0	1	0	0	0	14.6032	6.7701	1.5275	1.034	0	0.4137
ENSG00000163295	1	0	3	214	217	19	0	0	0	43.0824	139.6192	2.0687
ENSG00000073331	157	151	202	10	6.06	4	866.3492	545.7452	522.4033	6.9242	0.9066	4.6545
ENSG00000198796	466	369	69	30	14	3	28.5714	14.6685	63.1365	10.6844	30.825	2837.4017
ENSG00000136383	68	61	144	2	51	1	89.2063	438.1758	1334.0122	10.3398	2.7199	2.4824
ENSG00000162551	4416	3844	3710	567	177	20	3870.7937	925.2468	346.2322	206.7953	201.2693	213.9015
ENSG00000163286	0	0	1	166	252	21	0	0	0	151.3052	327.2892	783.2023
ENSG00000163283	0	0	1	2	1	0	0	0	0	2.068	3.6265	4.9648
ENSG00000178038	269	77	190	0	56	1	329.2063	305.7828	245.9267	0.6893	0	0
ENSG00000155754	1	0	0	547	436	137	7.9365	10.9074	25.9674	192.6643	282.8649	361.1916
ENSG00000155749	0	1	0	77	1237	19	2.5397	3.7612	5.0916	18.2669	44.4243	56.2681
ENSG00000155755	84	120	128	72	293	1786	1370.1587	745.4631	546.8432	130.9704	162.2847	196.9384
ENSG00000138380	68	61	67	263	2380	93	172.0635	113.9633	138.4929	43.7717	344.515	458.8333
ENSG00000003393	745	722	798	0	1	1	452.6984	391.1613	609.9796	0	1.8132	0.4137
ENSG00000180318	0	0	0	233	1548	453	0.3175	16.9252	4.0733	159.9217	141.4325	126.6032
ENSG00000156150	3	2	1	4	6	14	25.7143	32.7221	25.4582	4.1359	6.3463	6.206
ENSG00000052850	0	1	0	4	7	1	15.873	7.1462	3.5642	0	0.9066	1.6549
ENSG00000177710	0	0	0	190	361	131	0.9524	5.2656	1.0183	573.1676	328.1958	516.7563
ENSG00000259224	0	0	0	124	165	109	0.3175	0	0	154.4072	94.2883	91.0219
ENSG00000242110	3190	2396	2874	1448	1798	838	424.7619	230.9356	291.7515	557.658	422.4841	565.9909
ENSG00000106927	354768	257123	328033	6	0	0	48.5714	8.2746	0	0	0	4.9648
ENSG00000110497	565	459	620	12	37	15	946.3492	872.9666	745.4175	54.1114	19.9456	16.1357
ENSG00000123505	1690	2070	2107	0	0	0	1674.4984	1190.6272	909.8778	0	17.2257	6.6198
ENSG00000139344	3257	5049	3482	0	2	0	19.6825	6.394	13.2383	1.3786	0	3.7236
ENSG00000162066	252	142	478	0	0	0	241.8444	311.3568	154.0275	1.034	0.9066	0.4137
ENSG00000159461	6639	4071	6583	0	1	0	4872.381	3643.0654	3091.6497	0	0	0
ENSG00000135409	15	9	21	680	5763	5877	0.6349	3.0089	1.5275	451.8477	263.8259	273.0658
ENSG00000104899	4	0	9	0	1	0	4.7619	3.7612	0	0	0	0
ENSG00000160593	105	88	382	217488	2024	158711	236.8254	206.488	500.5092	4.8252	21.7588	39.3049
ENSG00000181754	53	21	37	1225	2083	865	146.9841	118.4767	133.9104	1258.694	1058.0236	1008.6885
ENSG00000139211	127	202	264	1587	2686.87	951.81	1771.7333	1127.2139	823.3096	596.6044	569.3563	1228.403
ENSG00000176020	35	27	51	2281	1711	2380	78.0952	131.2647	37.169	2.7573	9.9728	17.3769
ENSG00000144233	521	442	465	894.07	985.23	193	752.381	727.4095	901.7312	309.6656	569.0571	510.3269
ENSG00000101935	186	164	244	3	0	0	325.7143	188.8105	161.9145	0	0	0
ENSG00000151743	101	71	131	0	5	0	218.0952	174.8942	128.3096	0	0	0
ENSG00000166126	194	4254	450	4505	12879	4490	2.5397	1.1283	0.5092	4093.8575	2976.4279	3245.7592
ENSG00000166025	899	631	522	0	0	1	1829.5238	1508.2276	2685.336	0.3447	0	2.0687
ENSG00000114019	1283	933	1069	0	0	2	2055.5556	4525.4349	5971.4868	67.5531	136.8994	107.1576
ENSG00000126016	156	88	153	1182	369	182	813.9683	828.961	1386.9654	30.6746	165.0045	177.9065
ENSG00000116748	2	2	2	86	272	31	52.0635	51.9041	0	239.8825	39.8912	56.6818
ENSG00000116337	952	577	1763	234	504	74	760.3175	658.204	598.2688	77.8929	203.9891	519.2387
ENSG00000133805	36	31	49	280	370	145	259.6825	323.0842	456.2118	120.2859	287.398	219.6938
ENSG00000078053	11	8	7	647	1005	982	82.8571	127.8796	205.1935	853.7199	672.7108	789.4084
ENSG00000187689	1	0	0	434	529	154	1.9048	0.7522	0.5092	839.9335	382.5929	509.7228
ENSG00000145020	1890.79	1720.93	1558.9	209	357	339	247.1556	147.8364	103.7271	369.8189	147.7788	345.0559
ENSG00000237763	1	0	0	54	1183	1364	13.9683	20.6864	6.6191	0.3447	2.7199	1.2412
ENSG00000243480	2	3	4	753	1181	6313	2.8571	1.5045	1.5275	443.2312	592.0218	858.916
ENSG00000240038	287.89	76	179.46	178	1322	373	333.1968	351.1876	305.5601	951.9477	846.7815	1602.3997
ENSG00000174945	43	12	13	53	521	86	26.9841	4.1373	0.5092	1095.6704	97.9148	749.6897
ENSG00000214174	82	113	90	22	2	0	203.8095	242.9713	243.89	2.7573	6.3463	6.206
ENSG00000196704	588	430	706	1314	4793	894	1242.2222	1230.2774	1808.554	1181.1458	832.2756	670.6661
ENSG00000164162	122	99	178	163	213	27	151.746	127.8796	146.6395	766.5212	237.534	157.2197
ENSG00000141552	1678	1338	2317	2	11	11	878.7302	1141.5139	670.0611	301.9211	24.4787	100.5379
ENSG00000129055	1254.64	1425.17	1795.34	0	0	0	1215.0984	1410.5689	1092.22	0	0	0.8275
ENSG00000166295	2841	2139	2779	526.48	3108.43	695.9	2604.7619	2486.8829	2576.8839	197.1759	170.961	105.8461
ENSG00000153107	272	164	168	2	2	17	404.7619	522.8021	894.6029	11.3737	4.5331	8.2747
ENSG00000176248	1001	658	1120	2	1	65	826.0317	782.3225	477.0876	430.1342	0	2.0687
ENSG00000053900	210	135	353	386	401.18	1198.36	600	450.9638	516.2933	373.8514	444.8685	340.1283
ENSG00000089053	2415	1471	2242	20	2	0	2337.1429	2216.079	2349.7963	300.5425	336.3554	61.6467
ENSG00000196510	464	402	563	227	234	131	1040.6349	1013.2581	759.165	201.2808	129.6464	479.9338
ENSG00000013523	288	235	375	1836	1825	1221	595.873	502.8679	537.6782	1842.5461	2734.3608	2170.4592
ENSG00000174606	345	404	352	242	158	138	576.5079	524.6827	552.444	90.6453	132.3663	99.2966
ENSG00000154188	37	35	28	4723	3824	2192	88.5714	657.4518	2260.1833	1161.1556	1784.2248	3541.9942
ENSG00000091879	45	285	53	1889.76	2071.78	1165.06	472.6984	384.015	337.5764	834.6465	767.7335	1241.3819
ENSG00000101280	0	0	0	2684	2390	2074	2.5397	32.7221	43.7882	1348.65	2580.2357	1923.8726
ENSG00000116194	318	303	202	318	1172	261	230.7937	459.2384	1347.7597	605.2209	350.8613	437.319
ENSG00000136859	508	668	425	1304	1881	538	4354.9206	8170.0047	13314.664	909.5546	1710.7888	1149.3587
ENSG00000132855	20051	11489	17725	690	510	950	6.6667	1.8806	0	391.8771	356.301	499.3794
ENSG00000167772	5744	1189	12857	4669	5519	2721	1021.9048	2822.0028	2758.1466	2240.9717	3155.0317	2513.0327
ENSG00000187151	0	0	0	2255	1889	773	2.5397	19.9342	159.8778	779.6183	1894.8323	1369.88
ENSG00000130812	1104.06	791.69	809.7	855	1186	1059	0	10.945	1.278	570.4104	271.9855	480.7613
ENSG00000171819	3	2	0	858	805	788	76.8254	186.5538	11.2016	975.3845	659.1115	647.4969
ENSG00000214274	34616.36	22478.88	40923.79	96	225	65	646.2222	503.3456	637.8564	13.4417	51.6772	46.7522
ENSG00000029534	3	8	5	109	111	293	135.2381	36.8594	52.9532	167.5042	217.5884	264.7911
ENSG00000145362	35	147	67	0	0	2	1045.0794	1257.7339	2179.7352	1.034	1.8132	1.6549
ENSG00000151150	290	429	244	137	80	426	1376.5079	479.5487	166.4969	16.5436	19.039	64.9566
ENSG00000151687	8	12	9	233	617	172	39.0476	25.5759	63.6456	770.3125	1469.6283	1791.0633
ENSG00000166839	29	20	43	24299	19326	27262	140	422.0028	474.0326	0	0	0.4137
ENSG00000153930	0	0	0	2673	151	3544	13.3333	0	0	35.8445	1500.4533	64.1291
ENSG00000185722	1816	941	1212	0	0	0	1820.9524	1951.2929	2808.554	0.6893	0.9066	0
ENSG00000131503	2078.88	1759.41	2245.68	183.78	71.78	57.79	1740.3873	1570.6479	2407.7037	6.4934	2.4116	7.3893
ENSG00000154122	2873	2609	2622	0	0	7	2514.2857	1958.063	1720.9776	0.6893	0	4.1374
ENSG00000001629	547	451	481	4761.65	22912.5	12264.19	937.7778	828.2087	1621.1813	54.6836	442.0036	250.7323
ENSG00000170209	0	0	0	32	5	9	68.8889	34.6027	2.0367	612.8034	13.5993	14.067
ENSG00000160117	3	1	1	127	93	36	15.2381	8.6507	9.165	51.0095	166.8178	211.4191
ENSG00000176915	1071	956	1003	224	141	15	1513.9683	1549.2243	1698.5743	378.78	1038.9846	914.7704
ENSG00000144504	162	77	139	33	71	23	240.6349	210.2492	157.332	26.5387	11.786	23.1692
ENSG00000106524	257	230	259	129	113	24	729.5238	541.6079	680.2444	63.4172	67.0898	43.4423
ENSG00000164331	313	275	393	0	0	0	291.746	222.661	267.8208	0.6893	0	6.6198
ENSG00000088448	942	821	1604	1502	2202	1595	1571.5683	1332.4006	1041.5122	1507.8823	787.8513	1146.4626
ENSG00000167522	1268.74	658.24	1490.39	1426.95	4343.36	3636.17	2596.2444	1911.9473	2288.0092	4097.4316	1419.5376	1648.403
ENSG00000101745	670	753	1012	5802	7546	1828	1079.3651	755.9944	1634.4196	445.2992	1669.0843	2124.5345
ENSG00000076513	792	642	1043	643	1483	800	1215.873	1053.8787	900.7128	1415.1691	1330.0091	1094.7456
ENSG00000198720	5	8	34	4	3	2	134.6032	139.9154	110.998	8.6165	15.4125	26.8928
ENSG00000118454	362	397	433	17	13	7	447.3016	460.7428	699.0835	7.9272	21.7588	12.7265
ENSG00000172932	114	112	278	2319	2240	1227	498.7302	403.5731	314.1548	1245.2523	2379.8731	1564.336
ENSG00000134461	202.87	108.88	177.77	347	426	133	185.9683	150.0705	107.4338	417.0372	385.3128	383.5333
ENSG00000132466	1568	1472	1723	408	697	450	1813.6508	1584.5792	2542.2607	508.0271	252.9465	390.1531
ENSG00000187984	31	64	110	480	592	546	105.0794	109.4499	59.0631	438.7507	389.8459	389.7393
ENSG00000148677	16	0	25	2309	1277	2012	4.4444	4.1373	6.6191	1313.3604	2245.6936	1562.7596
ENSG00000229089	4	1	4	2917.72	3647.54	2556.95	3.8095	1.1283	6.6191	3068.6388	2604.932	1697.29
ENSG00000152766	83	14	23	1701	1342	1012	255.5556	45.5101	6.6191	1565.0957	585.6754	794.3732
ENSG00000163126	10	2	18	3103	1446	1465	24.4444	22.567	11.7108	614.182	960.1088	757.5507
ENSG00000089847	159	115	261	146	49	19	49.2063	27.0804	20.8758	929.8895	454.2158	158.0472
ENSG00000107890	86	55	77	532	721	464	215.5556	125.9991	195.5193	760.3174	475.068	460.9019
ENSG00000105186	133	224	231	1805	672	202	666.0317	715.7499	905.8045	2352.9858	1404.3518	1341.3322
ENSG00000206560	1309	1039	1160	230.8	304.88	169.81	1267.9365	1090.7381	1257.1283	167.1354	184.0435	190.4303
ENSG00000154065	29	17	117	1623	3199	3562	272.381	180.9121	359.9796	9638.0393	1514.9592	1996.6901
ENSG00000165887	0	0	3	281	162	42	6.0317	2.2567	3.055	65.8298	165.9112	112.9499
ENSG00000148513	1	1	3	4	27	0	407.9365	112.835	17.3116	2.4126	0.9066	6.6198
ENSG00000180777	20	3	10	11	1	0	86.6667	44.7579	1.0183	5.5145	3.6265	6.6198
ENSG00000145700	1	0	0	289	75	40	0.9524	0	2.0367	118.218	136.8994	121.2247
ENSG00000133302	55	30	53	74	112	55	125.3968	83.1218	100.8147	106.4996	506.7996	71.9901
ENSG00000167612	3	0	6	347	182	105	0.9524	0.3761	0.5092	68.5871	30.825	53.7857
ENSG00000272031	1	6	1	62	253	144	41.2698	16.5491	14.2566	307.091	144.1523	172.9417
ENSG00000189127	0	0	1	1115	1358	298	1.2698	0	0.5092	573.1676	749.7733	668.5974
ENSG00000235711	0	0	0	1323	3119	2591	1.2698	0	1.0183	671.74	780.5984	1429.458
ENSG00000198483	108	63	126	61	343	52	380.3175	309.544	259.165	223.6836	9.9728	79.0236
ENSG00000214262	55	35	34	1	3	6	51.746	44.3818	81.4664	1.7233	1.8132	3.7236
ENSG00000196912	5	0	9	0	1	0	10.7937	13.5402	31.5682	1714.6776	3330.0091	1729.0029
ENSG00000135976	65	8	55	0	0	0	214.2857	141.0437	140.5295	363.6151	2765.1859	696.7315
ENSG00000186352	153.34	101.61	332.95	0	1	0	122.6635	151.6953	48.9969	7.5825	0.9066	0.8275
ENSG00000213337	261	162	346	141	244	60	143.4921	147.0616	126.7821	324.6686	347.2348	139.8428
ENSG00000154945	909	1165	1084	4	0	3	1339.6825	2422.567	5557.5356	0	0	0.4137
ENSG00000137494	94	149	203	39	37	5	341.9048	262.9055	178.2077	36.8785	67.0898	21.1005
ENSG00000198944	81	61	138	0	0	6	57.4603	61.6831	26.4766	0	0.9066	0
ENSG00000065413	21	34	42	0	0	0	29.8413	47.3907	164.9695	0	0.9066	0
ENSG00000183831	0	7	0	13	321	2	10.1587	3.385	5.6008	15.5096	22.6655	116.6736
ENSG00000186106	1116.61	1095.33	1019.65	10	98	83	395.4762	573.9539	970.4684	96.5045	38.9846	69.5077
ENSG00000168876	139	123	161	9	23	2	313.0159	208.7447	258.1466	77.5482	15.4125	26.8928
ENSG00000151458	585	377	380	123	211	25	614.6032	596.897	794.2974	178.1886	242.9737	200.662
ENSG00000139645	191	168	277	141.75	67.55	52.67	1151.4286	1091.8665	1123.7271	100.2647	59.1024	72.7265
ENSG00000144031	22	3	19	493	681	296	36.5079	72.5905	171.5886	130.9704	812.33	154.7373
ENSG00000100124	341	350	519	1418	2134	659	437.4603	473.9069	263.2383	1544.0715	734.3608	1806.7853
ENSG00000164512	67	24	48	89	214	74	4.4444	14.2924	5.6008	340.8676	197.6428	253.2065
ENSG00000186212	501	289	336	253	1988	1746	127.9365	75.2233	11.7108	7.9272	18.1324	62.4741
ENSG00000198142	3151	1686	4996	80	202	7	813.0159	546.1213	364.5621	81.3395	31.7316	31.4439
ENSG00000187808	1	3	8	30	46	120	15.873	13.9163	3.055	1.3786	0.9066	0.8275
ENSG00000132623	129	66	178	742	616.63	546.67	186.3492	164.7391	256.6191	556.014	588.5313	217.6252
ENSG00000135299	131.93	122.77	164.33	721	395	278	272.4667	202.1439	205.6161	373.2655	401.6319	218.0389
ENSG00000106013	0	0	0	157	823	563	1.9048	1.5045	0	1607.1441	2359.0209	1629.2925
ENSG00000156381	89	37	631	1682	1879	996	89.8413	123.7424	89.613	2710.0523	1811.4234	1206.868
ENSG00000064999	792	314	594	6	14	7	1469.5238	1177.6211	1110.4888	9.9951	15.4125	9.9297
ENSG00000185046	2	8	3	806	807	888	83.8095	42.1251	27.4949	452.8817	401.6319	543.6492
ENSG00000168096	107	61	149	2	2	0	367.619	253.5026	95.2138	1.7233	2.7199	6.206
ENSG00000175311	398	649	1111	215	606	778	0.9524	0	1.5275	124.0772	3.6265	112.5362
ENSG00000165138	53	41	91	1371	2853	433	164.7619	334.7438	479.1242	846.8267	304.6238	381.0509
ENSG00000163516	304	196	525	44	35	5	620.3175	526.5632	363.5438	35.8445	24.4787	12.4121
ENSG00000011426	41	3	25	108	683	205	77.1429	63.9398	44.2974	808.9143	383.4995	190.7323
ENSG00000160746	392	187	487	324.29	778.39	248.06	917.4603	1170.4748	1284.1141	182.3211	88.0689	131.4522
ENSG00000131620	8987	2742	2909	0	1	0	7179.0476	2708.0395	514.2566	0.3447	0	0.8275
ENSG00000047617	4	1	0	168	353	467	39.0476	39.4922	87.5764	201.2808	162.2847	124.1208
ENSG00000134343	43	28	19	500	871	435	8.5714	15.7969	320.2648	1270.0678	616.5005	757.9644
ENSG00000151572	0	0	0	107	1	7	3.8095	4.1373	8.1466	231.9554	66.1831	83.5747
ENSG00000171714	118	102	212	610	588	241	123.4921	56.4175	261.2016	369.4743	799.6374	490.6909
ENSG00000177119	3616	2732	2935	310	1712	762	2172.6984	4493.8411	11382.8921	0	0.9066	0.4137
ENSG00000146205	11	30	47	438	791	190	13.9683	1.8806	3.5642	33.7766	178.6038	120.8109
ENSG00000074855	164	64	203	1226	2066	559	354.2857	238.0818	189.4094	709.6525	616.5005	618.1216
ENSG00000185101	15	8	34	393	1246	265	145.7143	68.8293	8.1466	828.2151	637.3527	631.7749
ENSG00000140350	2248	2266	2852	560	1891	317	2851.4286	2608.7447	2679.7352	584.5414	734.3608	719.0732
ENSG00000136938	2858	2733	3422	165	1841	1977	3405.3968	3116.126	3395.6212	7512.873	1247.5068	2595.7799
ENSG00000248546	2	0	0	5	133	25	3.1746	0.7522	2.0367	7.9272	4.5331	20.2731
ENSG00000139223	0	0	0	80	83	2	0	0	0.5092	1.034	0	1.2412
ENSG00000143401	1573	1839	971	0	11	11	845.7143	802.2567	573.8289	2.7573	0.9066	4.1374
ENSG00000166825	20351	19856	27835	81	640	148	2956.5079	3441.843	1172.0978	2.068	1.8132	7.861
ENSG00000169604	333	506	326	2091	8040	3730	4162.5397	2809.591	3712.3218	809.6036	968.2684	1928.0099
ENSG00000163297	2389	2536	1897	43	61	63	1101.9048	2548.1899	6465.8859	16.199	20.8522	19.8593
ENSG00000274209	0	0	0	147	491	223	0.6349	0.3761	1.0183	1656.4303	547.5975	480.3475
ENSG00000172671	149	184	99	289	71	14	177.4603	166.9958	116.0896	825.4579	1384.4062	508.8953
ENSG00000109511	1502	1646	1528	4234	8358	3741	0	0	3.055	2649.3924	2926.5639	3849.8138
ENSG00000122359	2463	2285	3503	5791	4096	1367	4509.8413	7154.866	7129.8371	1679.1778	3584.7688	2666.9425
ENSG00000104537	56	391	463	5	8	2	15.873	6.0179	0	0.6893	0	0.8275
ENSG00000135046	387	1238	639	2	0	0	10426.6667	15516.3141	29428.2077	0	0	0
ENSG00000182718	5029	3647	8908	3365	3651	1528	17873.9683	27805.5477	38789.7149	4503.6568	1435.1768	938.3533
ENSG00000138772	59	81	133	12485	60383	38251	1849.5238	492.3366	452.6477	41.3591	1812.33	1925.5275
ENSG00000196975	3815	3937	4541	509	874	233	1783.4921	1716.5961	1474.5418	2348.8499	3381.6863	6839.8842
ENSG00000164111	2924	2912	4836	1867	661	1106	8016.1905	19295.5336	30322.8106	293.3047	523.1188	830.3682
ENSG00000197043	7758	3358	6628	0	0	0	7615.2381	11634.7908	20087.5764	0.6893	0	0
ENSG00000138279	3930	3512	4308	186	250	300	3113.6508	3846.5444	4541.7515	106.8442	42.6111	143.9801
ENSG00000264230	37	33	59	143	163	943	419.6825	148.9422	6.11	0	0	0.4137
ENSG00000265190	49	95	42	6308	7001	2210	789.2063	252.7504	56.0081	1411.7225	3924.7507	3708.7298
ENSG00000143412	956	714	911	1960	451	17	337.1429	220.0282	16.2933	0	0	2.4824
ENSG00000136250	55	63	191	994	1364	342	226.6667	180.536	136.9654	410.4887	2584.7688	2610.2607
ENSG00000131480	13	10	32	14362	38530	958	26.0317	181.6643	442.4644	10057.1444	10789.6646	19422.8382
ENSG00000131471	1029	839	690	4	62	5	2695.5556	19112.3648	50073.8289	31.7086	34.4515	856.0199
ENSG00000138356	55787	42188	39976	21947	9336	8716	1055.873	1255.8533	3270.8758	928.1662	1658.2049	1826.6446
ENSG00000138660	607	708	845	5811	11236	5337	493.0159	395.2985	245.4175	4483.6666	7654.5784	8875.8792
ENSG00000100280	2564	1746	2743	1974	21428	2887	3123.4921	3236.8594	1947.0468	6982.4431	6472.3481	7008.6885
ENSG00000166747	2230	2293	2501	5787	6084	4628	2414.9206	1955.8063	2251.0183	1859.0897	5429.7371	2928.0099
ENSG00000213983	237.97	195.17	526.86	0	0	0	1270.4413	832.9441	214.9644	0	0.4261	0
ENSG00000072958	2438	1527	2689	0	34	0	861.5873	1657.922	1911.4053	0	0	71.9901
ENSG00000129354	58	59	87	0	61	0	1425.7143	1201.3164	25.4582	1.3786	1.3871	469.5904
ENSG00000106367	762	520	1447	648	1702	334	748.8889	663.4697	337.0672	949.5351	734.3608	979.3132
ENSG00000182287	135	256	226	339	296	38	328.5714	582.6046	460.7943	38.6018	113.3273	95.9868
ENSG00000152056	69	36	53	33	156	56	127.3016	44.7579	15.7841	24.8154	34.4515	17.3769
ENSG00000196961	2639.49	1639.35	2707.39	292	1011	910	1521.781	2046.582	2056.5479	216.1011	1165.0045	458.8333
ENSG00000183020	2316	1493	2427	3585	28061	4597	1945.0794	2163.7988	2148.6762	41.0144	32.6383	107.9851
ENSG00000006125	2576	2080	2526	0	0	0	6714.2857	5558.6272	5881.8737	1.3786	2.7199	0
ENSG00000161203	5334	3498	4611	722	603	625	5545.3968	6455.6653	6500.5092	635.2062	314.5966	529.9959
ENSG00000042753	2100	1597	3245	5222	7751	3461	1313.3333	1698.5425	1017.3116	2854.4644	2628.2865	3336.7811
ENSG00000132842	554	504	680	2793	5178	3692	1285.7143	1220.4984	1580.4481	3912.9116	2545.7842	1544.0629
ENSG00000103723	2	1	4	1603.02	514.46	756.22	207.619	79.7367	3.5642	2014.8651	2573.8169	2357.9934
ENSG00000065000	3199	2273	2884	1983	6352	7246	2992.381	2997.6493	2350.3055	983.3116	978.2412	1237.0707
ENSG00000185009	873	850	831	18	537	0	1224.4444	1263.3756	1896.6395	3071.2548	2805.0771	2593.7112
ENSG00000070718	88	118	92	2283	3492	2679	434.2857	371.9793	428.2077	1620.2411	1636.4461	1251.5515
ENSG00000177879	968	917	1417	347	482	123	1010.1587	1131.3587	1216.9043	351.552	203.0825	189.9048
